videoId,title,channelId,channelTitle,Date,videoViewCount,likeCount,dislikeCount,commentCount,channelViewCount,subscriberCount,videoCount,stock_price_before,stock_date_before,stock_price_after,stock_date_after
NH7HI2BW6aE,Read along with Google Home Mini and Disney&#39;s Little Golden Books,UCIG1k8umaCIIrujZPzZPIMA,Made by Google,2018-10-29,171566,1458,78,53,231777098,1130000,352,1083.75,2018-10-26,1071.489990234375,2018-11-02
UiBhshQ0FQA,Google Home Max | Introducing Smart Sound,UCIG1k8umaCIIrujZPzZPIMA,Made by Google,2017-12-11,167218,2061,59,126,231777098,1130000,352,1049.3800048828123,2017-12-08,1072.0,2017-12-15
-bTsfJ5Fvp4,Get to know Google Home Hub,UCIG1k8umaCIIrujZPzZPIMA,Made by Google,2018-10-09,165929,1347,187,195,231777098,1130000,352,1155.9200439453125,2018-10-08,1102.43994140625,2018-10-15
biFiEO2JZAw,"Google Home, o Android na sua casa [Análise / Review]",UC_bXJnsgwOqEPA_-6N6faKw,Canaltech,2017-04-03,324379,10897,323,325,447881510,2610000,4037,847.7999877929688,2017-03-31,842.0999755859375,2017-04-07
GXU_LP6WDB8,Google Home Mini [Análise / Review],UC_bXJnsgwOqEPA_-6N6faKw,Canaltech,2017-12-28,223248,8641,163,208,447881510,2610000,4037,1060.199951171875,2017-12-27,1091.52001953125,2018-01-03
px4581j90so,Google Home Mini Español: TODO LO QUE HACE,UCyaz3hmZll7xD-2YTXOqjHA,Mundo Altavoces,2018-07-10,311164,2670,323,278,7084477,47300,77,1167.280029296875,2018-07-09,1196.510009765625,2018-07-16
pd1I025g75Q,Get to know Google Home Hub,UCK8sQmJBp8GCxrOtXWBpyEA,Google,2018-10-10,307641,2380,621,229,2523956523,9540000,2360,1145.1700439453125,2018-10-09,1133.0799560546875,2018-10-16
85z8bxrH-d4,Google Assistant Accessibility Videos: Make Calls on Google Home,UCK8sQmJBp8GCxrOtXWBpyEA,Google,2020-03-26,122171,592,178,33,2523956523,9540000,2360,1101.6199951171877,2020-03-25,1102.0999755859377,2020-04-01
KgxGnZH94mA,Полный обзор Google Home,UCDF_NIAEkcAUvzxe1DUzaQA,Rozetked,2017-01-12,294880,7537,182,255,286799398,1240000,904,829.8599853515625,2017-01-11,829.02001953125,2017-01-18
AnbW-JXdqg8,How to Setup Your Google Home with LG 4K Ultra HD Smart LED ThinQ TV,UClv1BqvwFQRBClGwvaFcKLQ,Caroline Dunn,2018-12-20,289849,1268,270,277,6214754,26600,638,1035.4599609375,2018-12-19,1047.8499755859377,2018-12-26
K5Tv5slwK74,Configurer Google Home pour la première fois,UCwc8ELDUDl6I8S_-L0RroxA,Formation informatique avec Cedric,2018-08-24,286098,2452,194,184,22546587,137000,897,1221.1600341796875,2018-08-23,1254.43994140625,2018-08-30
XLzKS7EkjQM,Google Home Mini Smart Speaker - REVIEW,UCcGYJndqreqXMUZoOhn3E7A,JimsReviewRoom,2017-11-14,281394,3686,129,275,167246639,997000,619,1041.199951171875,2017-11-13,1034.6600341796877,2017-11-20
-D2iv5GszD4,"Controlando el aire acondicionado, la tele y mucho más con Google Home",UCe1FDuO_eqI4M9U9UyLBOhA,Just Unboxing,2019-01-08,270566,6206,150,631,86828429,518000,902,1075.9200439453123,2019-01-07,1051.510009765625,2019-01-14
Ql9xZUp2jOI,8 RAZONES por las que deberías comprar Google Home en lugar de Alexa,UCe1FDuO_eqI4M9U9UyLBOhA,Just Unboxing,2019-12-12,180599,3848,255,349,86828429,518000,902,1344.25,2019-12-11,1351.9100341796875,2019-12-18
XsMk2VDrypc,Las 5 rutinas que más utilizo con Google Home y Alexa,UCe1FDuO_eqI4M9U9UyLBOhA,Just Unboxing,2020-02-25,113261,2880,121,513,86828429,518000,902,1419.8599853515625,2020-02-24,1386.3199462890625,2020-03-02
y-H4-VNJ5q8,8 cosas que puedes hacer Google Nest Hub y NO con Google Home,UCe1FDuO_eqI4M9U9UyLBOhA,Just Unboxing,2019-07-10,89529,1510,137,118,86828429,518000,902,1124.2900390625,2019-07-09,1153.4599609375,2019-07-16
EGakW4VMgMM,4 diferencias entre Google Nest Mini y Google Home Mini ¿merece la pena el cambio?,UCe1FDuO_eqI4M9U9UyLBOhA,Just Unboxing,2020-01-21,77233,1914,97,168,86828429,518000,902,1479.52001953125,2020-01-17,1431.72998046875,2020-01-27
28aUnKSJ_P8,"How Google Home Works? First Impression, Demo &amp; Setup | Digit.in",UCXpIVRiyfsMB2aXXn2yq6LA,Digit,2016-10-06,262347,1058,119,254,61949340,250000,3922,801.22998046875,2016-10-05,811.77001953125,2016-10-12
aGdhSlJuCrE,"Cuma Dengan 679RIBU, Rumah Udah Jadi Smarthome &amp; Makin Nyaman | Google Nest Mini 2 Review",UCN4NEg52XVGn_itFQqlESFA,DK ID,2020-03-22,258328,4333,237,479,112447901,701000,760,1068.2099609375,2020-03-20,1110.260009765625,2020-03-27
EpI68Nc2EGo,I&#39;m in Love with Google Home Mini - My New Personal Assistant,UCpgnh4y4rPc9jc_xpKBDm6Q,Sohag360,2018-04-11,256091,9498,589,1007,48888453,1090000,245,1036.5,2018-04-10,1079.3599853515623,2018-04-17
Gfc9UphfNxk,"Google Home unboxing, configuración y primer contacto - el altavoz INTELIGENTE en español-",UCYkoAtIMi6oFG_8SO5YrauQ,clipset,2018-06-19,251941,5017,436,397,402386237,2340000,1980,1183.5799560546875,2018-06-18,1139.280029296875,2018-06-25
vi5fvMZu0Ko,GOOGLE ASYSTENT OFICJALNIE W POLSCE. Tak steruje moim domem,UC-867iftJqBGr0mQ83xqyKw,Spider's Web TV,2019-01-16,223403,2563,289,379,36652800,115000,756,1086.510009765625,2019-01-15,1078.6300048828123,2019-01-22
bhh0aRUxV_w,الذكاء الاصطناعي في قلب بيتك | مراجعة Google Home Mini,UCuTqC4B8AhV5z_YrGlZeZ3g,Lawendy Tech لاوندي تك,2018-01-18,221706,5480,453,314,75869361,978000,559,1139.0999755859375,2018-01-17,1171.2900390625,2018-01-24
B5ab2u3D3I4,Google Home：使い方 調べもの 篇,UCTnRxVUPssiL7H29ON07t_Q,Google Japan,2017-10-05,214544,614,418,34,606194344,331000,961,966.780029296875,2017-10-04,1005.6500244140624,2017-10-11
wVBYZv_MOKk,At home with Google Home in Singapore,UC83jt4dlz1Gjl58fzQrrKZg,CNA,2018-04-18,209749,213,49,26,445551974,1140000,17733,1079.3599853515623,2018-04-17,1022.6400146484376,2018-04-24
rhBReYMAyXM,Recensione Google Home Mini: COS&#39;È e COME FUNZIONA lo speaker smart con Assistant,UCC9qCcyZQ2ul_A9hX-6Yxlw,Everyeye.it,2018-05-07,206638,2028,138,135,74649181,205000,7274,1051.0,2018-05-04,1103.3800048828123,2018-05-11
Akt5Rjv2D6k,10 Google Home Features You May Not Know— vs Alexa,UCwOBG77Tm8cE24FPxHb_abw,Smart Home Solver,2020-02-11,200814,3181,80,222,27040302,241000,123,1508.6600341796875,2020-02-10,1518.72998046875,2020-02-14
Qyjf2gNq3Vc,Google Home Mini: Instalación y primeros pasos,UCe9KiXkD58tAvY5xfQ7Q98w,FAQs Android,2018-06-21,200100,1501,163,94,42316493,200000,1138,1184.0699462890625,2018-06-20,1116.93994140625,2018-06-27
rQndE5zQyzk,La divertida reacción de una abuela italoamericana a Google Home | Viral,UCnsvJeZO4RigQ898WdDNoBw,El País,2017-12-29,194254,3788,176,60,764073942,1260000,21441,1055.949951171875,2017-12-28,1095.760009765625,2018-01-04
TkBN0J5i2ds,JBL Link 10 And JBL Link 20 Review - Better Than Google Home?,UCW5cHxkagtxS59B48uvhHVQ,GYMCADDY,2017-12-04,187410,1440,138,136,28863326,75400,469,1025.0699462890623,2017-12-01,1049.3800048828123,2017-12-08
0DOmnG8NCQA,HomePod與Google Home先別吵架，四台智慧音響比較一次看!,UCAr4MVsPBKjhg5eLDDpbDFg,電獺少女-女孩的科技日常,2018-03-16,186467,1289,167,238,129588119,809000,1850,1150.6099853515625,2018-03-15,1053.1500244140623,2018-03-22
YR5sUebaK1U,Google Nest mini 智慧音箱 會說中文的 Google小姐 售價兩千台幣有找！,UCAr4MVsPBKjhg5eLDDpbDFg,電獺少女-女孩的科技日常,2019-11-30,173506,1682,55,208,129588119,809000,1850,1304.0899658203125,2019-11-29,1339.3900146484375,2019-12-06
AHRIcnBVvXI,Tu ASISTENTE PERSONAL en CASA: Google Home,UCok_yhjwg4WSx3s_2Yh8ZjQ,Topes de Gama,2018-06-23,185974,4045,158,260,695380312,3150000,3180,1169.2900390625,2018-06-22,1129.18994140625,2018-06-29
azwdn9xKxcI,TRUQUES AVANÇADOS / DICAS para GOOGLE ASSISTENTE / GOOGLE HOME e CELULARES ANDROID!,UCDUdvPnNWjQCif_GnrhUE6Q,EscolhaSegura,2019-09-25,183057,15372,240,430,229404306,1630000,1111,1218.3299560546875,2019-09-24,1206.0,2019-10-01
A2R1JUGIYas,GOOGLE HOME HADER GULDBORG!?,UCb4MDdp49a-9zP9MIj24f6g,Moller,2019-05-10,178803,4763,107,298,17355036,66600,261,1167.969970703125,2019-05-09,1184.5,2019-05-16
fzC-rlrCvEs,Bliver Uvenner Med Google Home!,UCnKXl4f_8Timd6gdJcNh7sw,Benjamin Jønsson,2019-01-08,176985,3982,256,291,62172219,131000,260,1075.9200439453123,2019-01-07,1051.510009765625,2019-01-14
c43nr5iBihg,Google Home Gør Mig Nervøs!,UCnKXl4f_8Timd6gdJcNh7sw,Benjamin Jønsson,2019-11-01,86799,3901,82,189,62172219,131000,260,1258.800048828125,2019-10-31,1306.93994140625,2019-11-07
zFr5K8rl1S8,Google Home Er IRRITERENDE!,UCnKXl4f_8Timd6gdJcNh7sw,Benjamin Jønsson,2019-03-20,63541,2411,64,153,62172219,131000,260,1202.4599609375,2019-03-19,1189.8399658203125,2019-03-26
HbqQi1kbdIY,Google Home Mini Unboxing And Setup!(Tamil/தமிழ்)|Geekytamizha,UCZj7TPWYy-bxVoFukc3V2zQ,Geekytamizha,2018-05-20,175832,2855,282,227,22226461,263000,915,1069.6400146484377,2018-05-18,1084.0799560546877,2018-05-25
Mx6YSWQlBJE,Google Nest Mini (2nd Generation) Unboxing | Google Home | Tech Unboxing 🔥,UCp3T5fUUJootTrVwGDdY6pw,Tech Unboxing,2019-12-05,175577,3015,220,242,73339681,685000,616,1318.93994140625,2019-12-04,1344.25,2019-12-11
tS-LP9FTmKA,รีวิว Google Home Mini ฉลาดจริงไหม?,UCGcBG9gd_RUhyT4ramtsQ6Q,SUPERTOMMO,2017-12-23,174434,1836,83,127,14478236,99500,398,1068.8599853515623,2017-12-22,1053.4000244140623,2017-12-29
w-O6jtPJN7Q,Control Any LED Light Strip With Google Home or Google Home Mini (Google Assistant),UC_elPuYZ3vWE0QV_WMnYoSw,TechBlock,2017-12-07,169093,1492,211,162,29880954,167000,407,1032.719970703125,2017-12-06,1051.3900146484377,2017-12-13
f0abR0j8Z5g,تجربتي مع الإخوة الاعداء  Google home و amazon alexa ولماذا قررت ان استعملهما معا !,UCO58fldVogtwlz7c2PTeWrg,قناة المحترف | Almohtarif channel,2018-01-24,152216,6894,379,936,264541054,3790000,1436,1176.1700439453125,2018-01-23,1177.3699951171875,2018-01-30
v6sR43O__8A,Google Home - Cum să-ți faci casa smart (Review în Română),UCibISIUAQA-V4tyoHU5nilw,Darwin,2017-02-25,151006,3793,97,256,36230278,164000,566,847.8099975585938,2017-02-24,849.0800170898438,2017-03-03
H3QGhIyKrUI,Getest: hoe handig is de Google Nest Hub?,UCDmYblK8ScOM4LEfXCQNzCw,Bright,2019-02-13,149946,3221,236,123,61568251,222000,2079,1127.5799560546875,2019-02-12,1126.510009765625,2019-02-19
0db9y-Ep_5Y,Google Nest Mini: de beste goedkope slimme speaker?,UCDmYblK8ScOM4LEfXCQNzCw,Bright,2019-10-25,133791,1827,78,877,61568251,222000,2079,1259.1099853515625,2019-10-24,1258.800048828125,2019-10-31
-ksr9uYFLKM,Uitpakparty Google Home: hoe slim is de Google-speaker?,UCDmYblK8ScOM4LEfXCQNzCw,Bright,2017-05-19,80337,428,24,40,61568251,222000,2079,950.5,2017-05-18,991.8599853515624,2017-05-25
vcU6eXY3v2Q,"AMAZON ECHO vs GOOGLE HOME, QUALE COMPRARE? rispondo alle vostre domande | TuttoAndroid",UCfzijU5thstIWeAQI4a-jag,TuttoAndroid,2018-11-21,147840,2992,117,240,75089324,278000,2858,1030.449951171875,2018-11-20,1052.280029296875,2018-11-27
RaG2HHfSVlU,Control Samsung Smart TV with Google Home (Mini) - No Chromecast Required.,UCk8WU5lvn-JNtGyUxhHm5dw,HelpCloud,2020-02-20,151632,1411,96,297,8077028,33400,313,1524.8699951171875,2020-02-19,1390.469970703125,2020-02-26
vCGZ-L-VccI,Configurar Chromecast 2 - Baixar Google Home,UCuOIKhzUsbZmhAw0XXvXJuQ,Olha que Fácil Tutoriais,2017-08-08,147501,1054,192,115,19112869,96500,1153,945.75,2017-08-07,938.9299926757812,2017-08-14
l7Ms4zRPndw,Configurações Básicas de Aplicativos Para Utilizar Equipamentos Sonoff - Ewelink - Google Home,UCf00lRemsQy57qQCFl6X-rQ,DIY - Faça Você Mesmo,2020-01-19,148197,2872,254,207,14350580,126000,190,1479.52001953125,2020-01-17,1466.1700439453125,2020-01-24
m5hiFurj7iQ,Google Home : Ça sert à quoi ?,UCaybrunQi8xWgPMgv1AYBHw,TheiCollection,2017-08-04,140705,5808,174,353,118628624,705000,789,940.2999877929688,2017-08-03,923.5900268554688,2017-08-10
_y9QVyEb0N4,Google Home Hub Review - Honestly Underrated,UC7V6hW6xqPAiUfataAZZtWA,Android Police,2018-12-26,140665,2523,135,150,76914719,354000,920,984.6699829101562,2018-12-24,1044.9599609375,2018-12-31
YPu1Wmxf9d4,Google Home New Update || Chorme Casting Bug Fixes ? New Experience,UC5RVdFbQPbpAhbYSspv_QQQ,Design By RPV,2020-02-20,136089,4292,436,230,5406679,39900,503,1524.8699951171875,2020-02-19,1390.469970703125,2020-02-26
_50mX5txyB8,Google Home in de woonkamer - Vraag het Google,UCIqEvFk7y5-VhSJopkjebMA,Google Nederland,2018-10-30,130169,1080,129,208,34314720,161000,212,1034.72998046875,2018-10-29,1055.72998046875,2018-11-05
pCBy_HGybKY,Google Home in de slaapkamer - Vraag het Google,UCIqEvFk7y5-VhSJopkjebMA,Google Nederland,2018-11-13,63291,771,111,202,34314720,161000,212,1049.3599853515623,2018-11-12,1027.4200439453123,2018-11-19
HmhJspoq1E8,Samsung Smart TV How to Setup With Google Home and Alexa,UCj2xtCfUX4tY0AouuOvEhNA,Geek Street,2019-12-27,129430,811,58,114,52488773,149000,863,1362.469970703125,2019-12-26,1368.6800537109375,2020-01-02
EX8lkiXax_s,Google Home Miniがきた！我が家のスマートホーム化への道,UCLVkr1YnM_DdWtd0ZdWzqQA,のりごとー,2017-12-09,127501,553,73,31,30927033,140000,623,1049.3800048828123,2017-12-08,1072.0,2017-12-15
0O-CYBbW4Z8,Google Home Unboxing and Review in Sri Lanka,UCETxOvOv9_44-CUzsPlzyxQ,Chanux Bro,2017-05-01,125871,4492,89,742,86892771,986000,1161,924.52001953125,2017-04-28,950.280029296875,2017-05-05
TXnhmEV-7Cs,Google Home Mini in Sri lanka,UCETxOvOv9_44-CUzsPlzyxQ,Chanux Bro,2017-12-14,74905,2559,53,486,86892771,986000,1161,1051.3900146484377,2017-12-13,1073.56005859375,2017-12-20
h8Gc0wN6T0o,"Google Home, Siri és az OKOSOTTHON S03E19",UCRJovKcgUL7QumDE1YsLqzg,Magyarósi Csaba,2019-02-13,124838,3027,68,228,95711109,337000,908,1127.5799560546875,2019-02-12,1126.510009765625,2019-02-19
EU0vHTl9uFg,Apple HomePod vs Google Home Max,UCFfCqe7b9YiDk2ZiAG8UIGA,Flossy Carter,2018-03-02,124253,3232,111,578,273190149,1600000,2137,1071.4100341796877,2018-03-01,1129.3800048828125,2018-03-08
MwAEhYw1TC8,🔉 Configurar GOOGLE HOME MINI en 5 MINUTOS ! 👍 UNBOXING en ESPAÑOL 🇪🇸,UCW4GKAd8nUFjZG9fTdhfznA,Alberto TV,2019-07-05,122181,1532,96,115,10068854,77700,255,1122.989990234375,2019-07-03,1144.0799560546875,2019-07-11
kj8HCy7P0rM,"Google Home: Unboxing, обзор, МНЕНИЕ",UCY03gpyR__MuJtBpoSyIGnw,Droider.Ru,2016-11-30,117988,4928,149,245,247491240,1100000,1886,789.4400024414062,2016-11-29,776.1799926757812,2016-12-06
72z8toaJmAw,👍ЕДИНАЯ СИСТЕМА УМНОГО ДОМА GOOGLE HOME + XIAOMI💥 НОВЫЕ СВЕТИЛЬНИКИ XIAOMI YEELIGHT🌞,UC0fMl-FpIznL85RjoaTtuXQ,Китай Г.,2018-11-15,118168,4249,218,1,126139215,639000,993,1054.5799560546877,2018-11-14,1043.4300537109377,2018-11-21
_NYnMghf0fY,Lebih Pintar Mana Dibanding Google Home? – Xiaomi AI Speaker,UCfYbnuBqxaiuN97HOSuQ_XA,HEYRIAD,2018-09-17,117547,1853,93,134,24654162,238000,218,1177.97998046875,2018-09-14,1172.1199951171875,2018-09-21
JVZgcsSVUvQ,Echo Dot 3  vs Google Home Mini - Was lohnt sich mehr? - Venix,UCHnFHitawGGUK8lJ86lOuOw,Venix,2018-10-27,113447,1971,150,256,11513812,54700,495,1083.75,2018-10-26,1071.489990234375,2018-11-02
9TSPwww9yrU,Amazon Echo oder Google Home? feat iKnowReview,UCHnFHitawGGUK8lJ86lOuOw,Venix,2017-12-21,50443,959,76,99,11513812,54700,495,1073.56005859375,2017-12-20,1060.199951171875,2017-12-27
A9g7cVMSc3g,涤纶测评 | 电器合集--智能家电篇（Google Home、小米吸尘器、NEST、智能门锁等）,UCKB4yglMissJu2TwbLGCq8A,Vicky Soupsss,2019-02-26,111401,4557,91,701,45359421,305000,297,1117.3299560546877,2019-02-25,1153.4200439453125,2019-03-04
mr8geZijSV0,Mon utilisation de Google Home : Chromecast et Philips Hue - Appartement connecté,UC_zfiJdVs7J4N_Aou5KGLEg,Frédéric JEAN,2018-11-25,107561,1408,92,331,10278607,84000,323,1030.0999755859377,2018-11-23,1109.6500244140623,2018-11-30
tv_S_jz-Qg4,Mein Google Home Review!,UCF_n906__yoMtxZQtmqmZbA,iKnowReview,2017-08-16,107334,4289,98,425,100354147,392000,622,938.0800170898438,2017-08-15,940.4000244140624,2017-08-22
qKysn4F21eQ,"Trên tay Google Home Mini, điều khiển nhà thông minh bằng giọng nói CỰC CHẤT",UCzysw4JlmrANVd-DB3GXbjQ,KTheme. com,2019-11-12,102151,2196,102,107,122625226,518000,1962,1298.280029296875,2019-11-11,1319.8399658203125,2019-11-18
VMRYg1y536A,Google Home русский язык – mini умная колонка ок гугл ассистент на русском языке обзор,UCnsNJy1oeczhCdBz9Kbx9xA,voiceapp,2018-11-10,100920,1060,84,261,2814267,14500,51,1077.02001953125,2018-11-09,1068.27001953125,2018-11-16
atzMaGQQCx0,"Яндекс Алиса против Гугл Ассистента, Станция против Google Home – умная колонка на русском",UCnsNJy1oeczhCdBz9Kbx9xA,voiceapp,2018-11-19,50849,928,99,164,2814267,14500,51,1068.27001953125,2018-11-16,1030.0999755859377,2018-11-23
dio_eeSmXbg,TABLET BISA NGOMONG? Google Home Hub Unboxing Indonesia,UCg_vCUNRzKCOLxrrZqrQ0Yw,Bestindotech,2019-03-26,99435,1692,60,110,73428385,455000,498,1197.3800048828125,2019-03-25,1198.97998046875,2019-04-01
Xvw2NyKf284,Google Homeに「うんこ」と言わせることに成功した,UC8g17oXkRt8buwQL8GU-NSw,ラムダ技術部 / Yoidea,2020-09-23,99343,4382,39,368,10571212,108000,92,1459.8199462890625,2020-09-22,1466.02001953125,2020-09-29
MNMEaDxmvDc,جوجل هوم ميني | حول منزلك لبيت ذكي | أفضل من امازون اليكسا؟ Google Home mini,UC5dfttydNOVPXRYc0q-g_Kg,Raqami tv | رقمي,2018-02-09,97552,4703,309,594,316918952,2470000,2123,1007.7100219726562,2018-02-08,1091.3599853515623,2018-02-15
U1eM-jTM7VI,Google Home Recenzja | Czy ma sens w Polsce? | Robert Nawrowski,UC_3c7OVSqos7zLsa3Ulfq4w,Robert Nawrowski,2018-01-05,96239,1071,73,168,52255207,119000,3000,1095.760009765625,2018-01-04,1112.050048828125,2018-01-11
55yejDKaTis,I Did Some Fun with Google Home Mini!,UCpum5I3etoFHzp8ixpKuRmA,Tech to the Point - TTP,2020-01-08,95632,5787,173,514,18074064,403000,180,1395.1099853515625,2020-01-07,1430.5899658203125,2020-01-14
OE9qy3LfswY,Google Home長期使用レビュー！致命的な残念ポイントも発見！【グーグルホーム AIスピーカー】,UCZQlwQQ9FA-npql7Y-djOGg,セゴリータ三世 / Segorita the 3rd,2017-10-21,94870,297,139,50,50941862,133000,1405,1005.0700073242188,2017-10-20,1033.6700439453123,2017-10-27
g4W_FXP7Y3o,GOOGLE HOME MINI PORTUGUES COMO FUNCIONA ASSISTENTE VIRTUAL BRASIL,UCrbnZTc2tkOyhkV1wEnjgfQ,Afonso Alcântara,2019-07-01,94882,2714,163,338,5898954,96100,438,1082.800048828125,2019-06-28,1132.6700439453125,2019-07-05
5pc5lAqJsck,Des PRISES CONNECTÉES compatibles GOOGLE HOME ! (Configuration &amp; Test Complet),UCwF5e6Lxzb0juciU0MlT26g,EasyTechTV,2018-12-19,94787,1755,40,154,2351128,14500,60,1043.4100341796877,2018-12-18,984.6699829101562,2018-12-24
emWw0h897DY,ASSOCIER un OBJET CONNECTÉ avec GOOGLE HOME ! [TUTO],UCwF5e6Lxzb0juciU0MlT26g,EasyTechTV,2019-01-10,73984,1387,47,84,2351128,14500,60,1081.6500244140623,2019-01-09,1089.510009765625,2019-01-16
PpvRMpzMUB4,Tinhte.vn - Google Home làm được những gì ở Việt Nam?,UCyQobySFx_h9oFwsBV0KGdg,Tinh tế,2016-11-25,92883,453,21,39,467621274,858000,9787,779.0,2016-11-23,764.3300170898438,2016-12-01
bqZcv5vJkTI,Google Nest Mini: Můj nový chytrý asistent (Recenze),UCiYYrqaZBdyiJVM-TrFmNKw,GeekBoy,2020-01-05,92167,3348,76,354,8456432,98400,183,1361.52001953125,2020-01-03,1428.9599609375,2020-01-10
uLX1gQP7BSU,Google Home (Mini) - czy ma sens w Polsce?,UCeJgcVy6kNxT_u5igtkbinw,Android.com.pl,2018-04-15,88666,936,92,137,9860298,38500,724,1036.0400390625,2018-04-13,1077.3199462890623,2018-04-20
5-ZkiEZqto4,Chromecastとの音声連携はどう？スマートスピーカーGoogleHomeレビュー続編・Appleはどう競う？,UCCD76tKlE45u1YTX0cVh1OQ,Appleが大好きなんだよ,2017-10-15,87301,423,91,80,92388722,223000,1522,1007.8699951171876,2017-10-13,1005.0700073242188,2017-10-20
468UHQTQj3E,Google Home in Bangladesh,UCmeq8j7qx6o5AKKMW2rVoBg,Ami Babu,2018-01-26,83802,2367,120,307,14265511,189000,190,1182.1400146484375,2018-01-25,1181.5899658203125,2018-02-01
D0OuDH0esUo,How Google Lost The Smart Home Race To Alexa,UCYLnawaM-36HncBBUeWrlGA,Paul Hibbert,2020-09-12,84218,3781,166,767,16344775,122000,295,1515.760009765625,2020-09-11,1451.0899658203125,2020-09-18
2uJ-D8LwKXA,Google Home / Alexa Wifi Blind Motor For Chains &amp; Cords,UCYLnawaM-36HncBBUeWrlGA,Paul Hibbert,2020-05-23,83028,2738,53,360,16344775,122000,295,1413.239990234375,2020-05-22,1433.52001953125,2020-05-29
-YPGPr7gPN0,Google Home einrichten und erster Eindruck,UCtVRqyK1SGKqOlER5-mnKZQ,Technikfaultier,2017-08-08,83395,1109,81,131,119576093,284000,3143,945.75,2017-08-07,938.9299926757812,2017-08-14
wZG1c2zItRU,Google Home / Home Mini: unboxing e prima configurazione,UCog4OxFFbS9vF4G6rPCueoQ,SmartWorld,2018-03-23,83060,878,83,104,10358926,39800,1435,1053.1500244140623,2018-03-22,1037.1400146484377,2018-03-29
NBemX2KP_OY,Google HOME vs Home MINI: quale comprare?,UCog4OxFFbS9vF4G6rPCueoQ,SmartWorld,2018-03-25,78379,1052,65,163,10358926,39800,1435,1026.550048828125,2018-03-23,1037.1400146484377,2018-03-29
fQip28zZ-L0,TRUCOS SECRETOS DE GOOGLE (HOME) 😱 ¡Esto ya parece humano!,UCwwnVTaTXevgCfVzdpYgDXw,SerCompatriot,2020-07-31,82714,8033,187,509,28931317,408000,216,1538.3699951171875,2020-07-30,1504.949951171875,2020-08-06
Ey4SjKsjt6k,Google Home Mini İnceleme: Ucuza Akıllı Ev!,UCBlp-c5n6Fi5eLFOQONEPTg,Onur Alp Aydın,2018-03-25,82709,1171,80,187,16428389,99200,278,1026.550048828125,2018-03-23,1037.1400146484377,2018-03-29
B7ty-sHL8Wc,超実用的なGoogle Homeの音声コマンド10選と便利な使い方を解説【活用方法】,UCzmxo1Zj4KkM32FlObFWdeA,トーマスガジェマガ,2019-10-23,80690,1290,111,139,25253055,189000,203,1241.199951171875,2019-10-22,1260.6600341796875,2019-10-29
gUv3a4Pg9Xs,"1) Sistema de Domótica para Hogar - SonOff, Google Home",UCBJZdf7U-rOH92vIFESj14g,INNOVA DOMOTICS,2019-01-21,81122,1092,99,74,1258617,15100,246,1107.300048828125,2019-01-18,1101.510009765625,2019-01-25
b5aW9vcFgnE,Amazon Echo Dot (Alexa) ou Google Home: quem é melhor em português? [Comparativo],UCgETm7UcdKbQptb3gIQG4HA,PCWorld Brasil,2019-12-10,80291,3722,120,184,4964389,33800,220,1342.989990234375,2019-12-09,1360.699951171875,2019-12-16
CUrv5aTWNrY,"Así son los Google Home y Home Mini, ALTAVOCES INTELIGENTES",UCQSLny1RMIQ0jTp0o8h0yPg,Orange España,2018-08-01,77046,688,29,26,90075570,130000,1554,1227.219970703125,2018-07-31,1255.8399658203125,2018-08-07
d1BqV3j5C8w,Kom igång med Google Home på Svenska,UCqXuci_aErWTAeOB-NlCFsg,Teknikveckan,2018-12-24,75070,1022,36,83,2734572,14900,399,991.25,2018-12-21,1046.6800537109377,2018-12-28
H7MRy1tP_Ms,Alexa vs Google Home Routines – The Winner is…,UCFLyvD13JJG7gXrCmbK8uJQ,Craig's Tech Talk,2019-06-22,74369,1275,69,197,10711060,85500,241,1125.3699951171877,2019-06-21,1082.800048828125,2019-06-28
BXJ8QS4sSqU,Amazon Echo vs Google Home - Why the Echo is better,UCFLyvD13JJG7gXrCmbK8uJQ,Craig's Tech Talk,2019-05-05,59270,1243,96,263,10711060,85500,241,1189.550048828125,2019-05-03,1167.6400146484375,2019-05-10
6YoZhOy3F5A,GOOGLE HOME: Dicas nas Rotinas para personalização de Comandos de Voz da Automação Residencial #01,UCJVNMCRyqNf2ETPbLNoWp8A,Attilio Catalane,2019-05-23,71648,3816,31,1193,3239413,51900,181,1155.8499755859375,2019-05-22,1119.93994140625,2019-05-29
qdZVy6vj-F4,"Automação Residencial : Primeiros Passos, Conceitos Básicos, Preços, Google Home, Amazon Alexa",UCJVNMCRyqNf2ETPbLNoWp8A,Attilio Catalane,2019-05-01,70549,3441,33,542,3239413,51900,181,1198.9599609375,2019-04-30,1178.8599853515625,2019-05-07
9GJWatY1wV4,Google Home &amp; Amazon Alexa: Diferenças e Configurações que podem auxiliar na escolha do Assistente,UCJVNMCRyqNf2ETPbLNoWp8A,Attilio Catalane,2019-11-20,68335,3641,56,888,3239413,51900,181,1312.5899658203125,2019-11-19,1313.0,2019-11-26
uDqu-m_qIno,"Google: Chromecast – Instalação, Configuração e uso com Google Home com Comando de Voz em Português",UCJVNMCRyqNf2ETPbLNoWp8A,Attilio Catalane,2019-06-22,66446,2272,63,710,3239413,51900,181,1125.3699951171877,2019-06-21,1082.800048828125,2019-06-28
