videoId,title,channelId,channelTitle,uploaded
0K-jHwDHC_s,BEST TDM PLAYER🔥| iPad Pro 2020 Pars |  4 Finger + Full Gyro | Pubg Mobile #7,UChiy6ot96sIB3RYiuXUCocg,PARS,2020-11-19T13:14:17Z
bqbDUsr5mbo,ME COMPRO UN IPAD MINI PARA JUGAR FREE FIRE 😱 MI PRIMERA PARTIDA JUGANDO EN TABLETA *impactante*,UCgFAFQWwL_6AIFdPUjP_Mpw,invictorXtra,2019-11-17T03:31:39Z
4e2cJnZnCBs,iPad才不只是放大的iPhone！教你從零學會iPad多工到底有多方便！,UC4ou-UFD7hd2Pu-58pwKVGg,古哥科技頻道EthanKu’s Tech,2020-04-03T10:00:02Z
9x_b5LZVd6A,NEW iPad Air 2020 Unboxing + Review!,UC9fSZHEh6XsRpX-xJc6lT3A,UrAvgConsumer,2020-10-21T13:01:49Z
0aEePtws0UA,How to use iPad Air 4 + Tips/Tricks!,UCF9-JngqznvAsiF2yZbeY8g,iDB,2020-10-24T04:23:45Z
Nd4wx_y3xgs,iPad Pro 11 (2018) Review! កំពូលថេប្លេតដែលខ្លាំងជាងគេប្រចាំឆ្នាំ!,UCrxl5NFcu5tDAY92spKVbgw,Cambo Report,2018-12-06T10:09:37Z
TFDC_dzIg-k,"[spin9] รีวิว iPad Gen 8 — ราคา 10,900 บาท คุ้มไหม?",UCovADuA7KBuMFORurTzL86A,spin9,2020-10-01T10:45:22Z
drZlcBVAg9c,iPad Air 4 Unboxing: Was sind die Unterschiede zum iPad Pro?,UC173FCaSv6VvqDxuoinDr3g,Felixba,2020-10-21T13:00:31Z
ljAFs9jO1X0,【祝】子供が生まれたのでiPad Air10台プレゼント企画します！【ドッキリ、ラファエル】,UCgQgMOBZOJ1ZDtCZ4hwP1uQ,ラファエル Raphael,2020-11-27T12:16:51Z
qN4tcxsfTkc,KUPIO SAM iPAD PRO ! VLOG 😍,UCZbp-wYt5PiIkGmoEZ6ChmQ,Mudja,2020-07-21T07:45:02Z
4t5I6mVDb4w,COMPREI o IPAD PRO com TODOS os ACESSÓRIOS! MEGA UNBOXING da APPLE! TÁ BRUTO!,UCnnAzRbUm_6mSqyqAJSkc_A,Be!Tech,2020-02-04T21:30:00Z
J3jLFx7VKic,iPad 8th Generation UNBOXING and SETUP!,UC0MYNOsIrz6jmXfIMERyRHQ,Karl Conrad,2020-09-17T12:59:36Z
iFl5a2paOCQ,IPAD 8 2020 - ITO PAREN ANG BEST TABLET NA PWEDE MONG BILHIN!,UC4hQDT1yzyH0KeSKAPJqeMg,Unbox Diaries,2020-09-27T01:00:05Z
Tl_VBgIkhhY,New King Of Gun Game🔥| iPad Pro 2020 Pars |  4 Finger + Full Gyro | Pubg Mobile #16,UChiy6ot96sIB3RYiuXUCocg,PARS,2020-11-28T10:38:05Z
ehMl9n5P2D8,iPad 8 Unboxing: Mehr Tablet unter 400€ geht nicht!,UC173FCaSv6VvqDxuoinDr3g,Felixba,2020-09-18T14:36:35Z
RuDFo6Z8Xzw,Por qué compré un iPad Pro 🧐,UCwGX2cE21VPBEJ49hcprP9w,SupraPixel,2020-06-30T21:21:01Z
2zdfLddfC6c,Đánh giá iPad Pro 11 2020: 25tr chưa thuyết phục,UCEeXA5Tu7n9X5_zkOgGsyww,Vật Vờ Studio,2020-05-31T05:02:22Z
-pE8QPpudVk,¿Qué iPad comprar en 2020?,UCeNM2cr0tcisyZ15OtsNldg,La Manzana Mordida,2020-01-11T17:58:39Z
LtcOMY4Fjbo,✏️5 Apps จดโน้ตฟรีบน iPad! ดีแบบนี้ไม่ต้องเสียเงินแล้วว | Peanut Butter,UC1A70xg7qyQycQs8-pz8A6Q,Peanut Butter,2020-09-12T03:00:07Z
yDCsQ02HNFk,My New Gaming Device For PUBG !! iPad Pro 2020 Unboxing !! From Youtube Money ❤️,UCih38HwR_jTM6U4EDHRY0Jw,Paras Official,2020-10-12T06:30:01Z
J01OpHiAoE4,Apple iPad 2 в 2020 году — Есть ли смысл обновлять?,UCt7sv-NKh44rHAEb-qCCxvA,Wylsacom,2020-07-02T14:18:41Z
ocREbwPhWTo,Эволюция iPad,UCbpFYIJJnJ1Yh2uF8ZE3t8g,CopyPasta,2019-06-24T08:00:03Z
jR0ne5AyHh8,iPad Air 4评测：选 Air 还是选 Pro ？,UCT1YrR_CLpwosODYagzhm7Q,钟文泽,2020-10-21T13:00:20Z
imsYBKaF1ME,УБИЙЦА ПК ЗА 15К - iPad Pro 9.7,UCyEHIfXWmoh0qyJLxz4fOyg,ЗЕ МАККЕРС,2020-06-18T09:02:31Z
sKhLs4fwxus,iPad Air 3 Unboxing + Apple Pencil &amp; Paperlike Screen Protector + Accessories | Indonesia🇮🇩,UCOJvQqUmEB9JrQlv1ZBjqdg,qelstudy,2020-09-11T12:00:10Z
B3BCNViXRAM,あなたが知らない、すごいiPad無料アプリ10選！,UCcXtyjK8wagT5LWS5bBgPPQ,amity_sensei,2020-08-01T09:00:02Z
hRcuZUmaqn8,IPAD (base) vs TABLET ANDROID con PREZZI SIMILI! Prove di una PIAGA.,UCDhPiDSDgU3Rz0CVGC9Qwgw,Stockdroid,2019-09-29T08:30:46Z
dME-GtCp_vY,BESSER als das iPhone 12: iPad Air 2020,UCzH549YlZhdhIqhtvz7XHmQ,AlexiBexi,2020-10-21T16:00:16Z
KXwyR1X0pk8,Какой iPad выбрать в 2020? Распаковка нового iPad 10.2!,UCQ18THOcZ8nIP-A3ZCqqZwA,BIG GEEK,2019-10-09T16:31:04Z
JNpKYsBnlTE,Welches iPad soll ich kaufen? iPad vs. iPad mini vs. iPad Air vs. iPad Pro 2020!,UCduhwnJyOIV6-l7J5mPuEYw,TechnikFreundYT,2020-05-17T07:30:03Z
bpbsgzD-Npw,"Erster Eindruck: iPad Air 4, Apple Watch SE &amp; Series 6!",UC173FCaSv6VvqDxuoinDr3g,Felixba,2020-09-16T05:35:23Z
82JlMrjCQ9s,【最速レビュー】新型iPad8世代キター！サクサク動きすぎてもはやiPad Pro並み。,UCcXtyjK8wagT5LWS5bBgPPQ,amity_sensei,2020-09-17T13:00:02Z
3EbykmfluK0,"iPad 10.2 นิ้วรุ่นที่ 7, iPad mini 5, iPad Air 3, iPad Pro 2020 รุ่นไหนควรซื้อหรือควรรอ ก.ค. 2020",UCC1hWOd-EtRNuqVKkOyPLXQ,iMoD Official,2020-07-02T14:26:05Z
wfxng0dtRx8,我不喜歡新ipad，iPhone 12 mini 與 iPad Air 第4代開箱｜壹加壹,UCmArFxfDybtCbo0Fa0Z2xxA,壹加壹,2020-11-19T12:00:10Z
jEWXoACSeYs,新発売！iPadがノートPCになるキーボードがきたー！Logicool Folio Touch,UCVPz_nauEJpqPxxvYiOpCHQ,カズチャンネル/Kazu Channel,2020-11-11T10:00:09Z
jn1O9IZD5CY,iPad 8th gen vs. iPad Air 4 for school 🍎 What&#39;s different?,UCpcqUJ8sf8a40TTBpu6Ca4A,Janice Studies,2020-11-05T15:51:12Z
vt3BJxdkyoA,QUEM ACABAR COM 100% DA BATERIA DO IPAD PRIMEIRO VENCE!,UCUOuC1t8MaVmOQ7CMc7PI2Q,Plano Belgas,2020-07-31T20:04:36Z
1e2-mWK2qLw,"รีวิว iPad 8 vs iPad Air 3 ห่างกัน 6,000 บาท เลือกรุ่นไหนดี ?",UCQ-6HE34kpItHWDFFZT4kCA,GU ZAP,2020-10-21T09:45:00Z
MKztAoL21vA,"[spin9] รีวิว iPad Air 2020 — ไอแพดเกือบโปร สีสวย เร็ว แรง เปิดราคา 19,900 บาท",UCovADuA7KBuMFORurTzL86A,spin9,2020-10-21T13:00:06Z
wScXdf0_FVQ,BEST BUDGET iPad For Students 🔥 iPad 10.2 inch Review!,UChYs-_zjKRYhdMddjx-NPLw,Singh in USA,2020-05-22T05:21:39Z
SjMo2rXmb74,L&#39;iPad Air 4 est arrivé !,UCaybrunQi8xWgPMgv1AYBHw,TheiCollection,2020-10-23T15:29:37Z
leN-G7KCEnU,ENGRAVED IPAD AIR 4 UNBOXING &amp; ACCESSORIES (semua hijau!) | #105 Hidup Shazz,UCuaXQ8PXTU1pGZKhDw-V53Q,Shazz Zainuddin,2020-11-08T04:02:44Z
lkjqbRxTBvU,I bought iPad Air 4 Cheaper than Dubai | iPad Student discount offer India,UCgl4mMudw205_I9_jQvG5eA,Nabeel Nawab,2020-10-16T18:15:22Z
e7i4wALiuQk,iPAD 8TH GENERATION: BEST &amp; CHEAPEST TABLET TO BUY RIGHT NOW!,UCst-F1upPxpie6i_jA6vpRw,Mary Bautista,2020-09-28T10:08:46Z
G5FSNLeN0QU,Klawiatur recenzuje klawiaturę: iPad Pro Magic Keyboard,UCLr4hMhk_2KE0GUBSBrspGA,Kuba Klawiter,2020-05-22T06:15:00Z
5d-Xz5c6h-g,iPad 選購總指南!!2020 四種 iPad 徹底分析，讓你一次看懂怎麼挑【4K】,UCwxkPMOdYr6MxKjyUPWCOuQ,陳寗 NingSelect,2020-04-11T14:29:07Z
UzCCRlfN1f4,GOOD BYE 90 FPS ✋🏻😏| TDM iPad Pro 2020 Pars| Pubg Mobile #19,UChiy6ot96sIB3RYiuXUCocg,PARS,2020-12-01T10:52:39Z
0wTgtWkoQr4,New iPad Air 2020 - Unboxing and Overview,UCiQMYozSSTkJ2twtZM1bG9w,zollotech,2020-10-23T20:47:22Z
bM6jpAv8v7o,📱 КАКОЙ iPAD ВЫБРАТЬ В 2018? | ОБЗОР,UCa50gARNngimZ2kKWOIzxBQ,WOODKEEPER,2018-02-14T06:30:01Z
6UsSZAt0iSw,Borong 10 Mystery Box iPad Pro 2020 64GB dapet HP SAMSUNG! #investigaphone,UCu_97c8LGl_tvHfIIfOtM9A,Pricebook,2020-11-27T12:57:00Z
Q0JFSfXQ_Q4,ipad 7th generation unboxing + apple pencil + accessories 🌻Philippines,UCVqY56IgIFiy4nQ8ht5Coxw,Micah Sibayan,2020-08-15T04:59:12Z
1Fu_ohDt2YU,iPad pro 2020 11” unboxing + accessories haul 🍎,UCuYXY_qAY35GQjie3yAR73w,hazealnut,2020-11-08T09:15:13Z
Qc8yqHrHqqE,iPad 2020评测：学生党的笔记神器,UCT1YrR_CLpwosODYagzhm7Q,钟文泽,2020-09-24T10:30:01Z
sTT-2Dfi9qI,Steve Jobs tévedett? | iPad Pro (2020) + Magic Keyboard,UCDeRsDqcB8zdkzErxrdHCOw,TheVR Tech,2020-05-21T16:00:25Z
HCuql2HYbIs,iPad Air 4 Review — Two Weeks Later!,UCLBHPoY3NugnZYURxln3fKQ,Rene Ritchie,2020-10-30T12:32:50Z
dnT40mjEoBI,Recensione IPAD AIR 2020 4 gen,UC5yXB_ThsufRJYMRlzIGoeQ,andreagaleazzi.com,2020-10-21T13:00:07Z
1gcYsnAM_j0,iPad Air 4購入！iPad Proキラーの実力を徹底比較レビュー。,UC7P3bmkbTdAXaJYzhuF2obA,平岡 雄太 / DRESS CODE.,2020-10-23T13:27:09Z
7cm4ZIFhtA4,Das NEUE iPAD für Schüler! (Unboxing) | Oskar,UCs76BKYx2SGEnP4JnOCElNA,Oskar,2019-10-09T18:30:00Z
RH83eJyZ7OU,iPad 10.2 (2019): o &quot;basicão&quot; da Apple [Análise/Review],UC_bXJnsgwOqEPA_-6N6faKw,Canaltech,2019-10-22T16:38:57Z
EVd0_zoJ5js,Dokáže iPadOS nahradiť môj Laptop? (iPad Pro Recenzia),UCf4pkVHnnWTqUbjxZgFzvfw,Duklock,2019-10-29T18:53:42Z
p1yxDPahPdo,"iPad Gen 8 ใช้ชิปใหม่ ในราคาเดิม (ร่างเดิมด้วยนะ) เหมาะกับใครในราคา 10,900",UCWtWh8vy_JZ1HnZE-BWddIw,Ceemeagain,2020-10-06T10:00:10Z
qE6Y8xKetIE,King Of SNIPER🔥| iPad Pro 2020 Pars |  4 Finger + Full Gyro | Pubg Mobile #10,UChiy6ot96sIB3RYiuXUCocg,PARS,2020-11-22T10:52:30Z
9yRtud3CUdU,"M2 MacBooks, A14X iPad Pro, AirPods 3 — Reacting to MASSIVE Leak Bombs!",UCLBHPoY3NugnZYURxln3fKQ,Rene Ritchie,2020-11-26T14:27:12Z
BkQikMIGiSM,TROQUEI para o IPAD PRO - VALEU A PENA??,UCDOZDfbVGOrywV4n0WeaRAA,Bernardo Almeida,2018-12-05T17:00:01Z
9q6Wx2gvBbo,Comprei um iPad pra estudar,UCLri95OeM8J6TQ_nvfyKS-A,Ana Vianna,2020-03-10T20:18:25Z
wJ4dEnpgTO0,The iPad Buying Guide for Indian Students  &amp;  Laptop vs iPad | Anuj Pachhel,UCmc5pXcd1ig8aV6XBrL3krg,Anuj Pachhel,2020-08-30T04:30:05Z
eqGF8BdjQLA,僕の人生を変えたiPad活用法TOP3,UC9D8vopYTSvGIdzyH6e_3oA,YMK / iPadで生活を少し豊かに,2020-08-28T10:00:13Z
D9DeSJFabqg,2.499 TL&#39;ye iPad aldık da ne oldu? - 7. nesil iPad Uzun Kullanım Testi!,UClDUBCkfg3IFFZSpQFR9tmg,Sihirli Elma,2020-04-30T13:48:41Z
dJIStJf_U5w,iPad 8th Generation Unboxing &amp; Review in Hindi,UCgl4mMudw205_I9_jQvG5eA,Nabeel Nawab,2020-10-01T18:22:33Z
5YM5MYQThCU,J&#39;ai reçu l&#39;iPad 8 en avant-première !,UCaybrunQi8xWgPMgv1AYBHw,TheiCollection,2020-09-17T19:49:25Z
pnquKTgLEeY,iPad Pro 2020 + Magic Keyboard: МОЯ ЗАМЕНА ПК,UCY03gpyR__MuJtBpoSyIGnw,Droider.Ru,2020-07-13T17:02:02Z
mSTWHQ5NDIg,Productivity Powerhouse - NEW iPad Air (2020) Review,UCoOae5nYA7VqaXzerajD0lg,Ali Abdaal,2020-11-26T17:00:14Z
1K0Qru_8mCk,Unboxing Apple&#39;s cheapest new iPad (iPad 8),UCOmcA3f_RrH6b9NmcNa4tdg,CNET,2020-09-17T13:00:00Z
65S73oR6WDg,iPad vs. Laptop: Was ist wirklich besser?,UCduhwnJyOIV6-l7J5mPuEYw,TechnikFreundYT,2020-07-05T15:30:01Z
FlD_xjVfTe4,第一手！真機實試 Apple 入門首選 iPad 2020  | iPadOS14 | iPad 8 | 廣東話 | 中文字幕【Price.com.hk產品比較】,UCUEJok-GiWaGlv5nIPwk-GQ,Price.com.hk 香港格價網,2020-09-17T13:19:29Z
uoKZSzCwsMY,【2020年版】iPadマニアによるiPadの選び方解説！あなたにぴったりなiPadはこれ！,UC7P3bmkbTdAXaJYzhuF2obA,平岡 雄太 / DRESS CODE.,2020-06-08T12:20:20Z
jgQeimn_SvQ,ซื้อ iPad Air 4 ให้พ่อใช้ Happy Channel Family,UCOtpOrQTh1-Bcw4_wCwpb6w,Happy Channel Family,2020-11-19T00:00:12Z
YnkywNfcSys,รีวิว iPad Air 4 เหมือน iPad Pro ขนาดนี้ จะยังน่าซื้ออยู่มั้ย?🤔 | LDA World,UCsHwsZfCeCngX_EIE5Bioow,LDA World,2020-10-30T05:00:03Z
YLdBwpUflCw,"TRÊN TAY iPAD AIR 2020: MÀU SIÊU ĐẸP, CẤU HÌNH KHỦNG, GIÁ 16 TRIỆU...",UCOygiQNXiiQ_rpRjHU5ri-A,Duy Thẩm,2020-10-25T15:00:59Z
S_2cYk630wY,il mio METODO di STUDIO con IPAD | federica,UC1pc4JbcA7msTGjkMOP_HgA,federica gibellini,2020-09-16T12:00:06Z
E5Ql3WW9cDU,ĐẬP HỘP iPAD GEN 8 2020 GIÁ RẺ: CHỈ 9 TRIỆU MẠNH NGANG iPHONE XS,UCOygiQNXiiQ_rpRjHU5ri-A,Duy Thẩm,2020-09-19T05:00:03Z
XqZTN1y6Cxg,ทริคลับ iPad EP.2 ที่ Apple ซ่อนอยู่!? | LDA World,UCsHwsZfCeCngX_EIE5Bioow,LDA World,2020-09-24T13:31:17Z
